Pesto Pasta,Pasta with Tomato Sauce,Hamburger,Pizza Margherita,Steak,Chicken Burger,Fish Filet,Grilled Chicken with Vegetables ,Escalope,Tuna Sandwich ,Ravioli,Quesadillas,Grilled Shrimps,Chocolate Tart,Lasagna,Biryani,Croissants,Mozzarella Sticks,Tacos,Ramen Noodles,Sushi,Tortillas,Brownies,Pepperoni Pizza,Mloukhiyeh,Falafel,Paella,Risotto,Ceasar Salad,Pasta Salad,Chicken Strips,French Fries,Mashed Potatoes,Riz 3a Djej,Doughnut,Pain Perdu,Cookies,Lazy Cake,Apple Pie,Macarons,Molten Chocolate Cake,Crêpes,Pancakes,Shawarma,Tiramisù,Shish Tawook,Bruschetta ,Spring Rolls,Fajitas,Lentil Soup,Fasoolia,Loubye,Omelette,Avocado Toast,Salmon Tartare,Guacamole,Garlic Bread,Eggplant Parmigiana,Roasted Cauliflower,Muffins,Custard,Banana Bread,Scrambled Eggs
1.5143138212793472,4.807000367592392,5.301841446178264,5.038117949796697,5.310641882096966,5.060250700633934,3.8281526516978808,4.787939484559204,5.299825392948625,3.847116249219301,4.224504563554938,4.739876707533354,4.075028986915723,4.824641348312363,4.866720129841136,3.904000112824234,5.090962065027795,5.156649192930031,4.78992799248798,4.527285368888855,4.553796845363549,4.891446574570507,5.446236359614396,4.817715254478522,4.07232778311975,3.9974387451262063,3.6132401519213393,4.08359309437048,4.457408450569042,4.393351277509042,5.362425129116368,5.588033253316027,4.275639481148034,4.780289111690682,5.146582938956027,4.89539944849837,5.369285713707381,4.9650689231151555,3.8038466202475765,4.20484400656519,5.253696160127176,5.441228940571006,5.18705384882479,5.323729719601787,4.802231380414062,5.095454355843243,4.144584133470975,4.144464053364475,4.993182427653063,3.931115227060912,3.5848305814711994,3.4902991806477317,4.4084532845193305,3.6497915784110324,3.397773931723282,4.048657098349835,4.851125557359648,2.7852071380352728,3.4894365851851945,4.678076091165947,4.487066680429412,4.119795552784081,4.465309835210017
1.657705530174717,4.410633917781548,4.526846281987278,4.726614487517767,4.174407418984025,4.229928996938715,2.3154909448486665,3.909121577578091,4.318058279302422,2.5998310028012965,4.415702288611327,4.639307656932503,2.746595339968436,4.316258437726265,4.292430826193228,3.9573930518505223,4.6062891953948935,4.884755434445211,4.7716081309587,4.5063888730322645,3.727132642531642,4.567761928748243,4.681184758250117,4.341594439866408,3.1046970162502796,4.038937229504935,2.7395645153878325,4.235552881592011,4.177038054287775,4.003830783770692,4.579022310674748,4.866450479492043,4.102744963548413,3.5956750926641052,4.660776689577451,4.41546291440688,4.827863422338399,4.2192393772715535,4.4551481624719385,3.954263987595457,4.5042610832647405,4.807384160291575,4.63479220621762,4.320823771017879,4.2589497539189,3.9554852261011866,4.0754429002982056,4.124558146735556,4.807890867228285,3.8388930283551663,2.9830314594826812,3.384566193096378,3.7770903476131754,3.983106771924908,2.4507307656367265,4.621157184050493,4.512494112558625,3.2774473530257673,2.9025860236598495,3.901982006670215,3.616960061494093,3.91581277408411,3.710991479660882
0.824157605069682,3.056715122487369,3.7023895061789736,3.2610644122376637,4.079770369781371,3.5410094662450247,4.0100202166883845,3.8076982051147588,3.7042214086388565,3.5960901583329736,2.9167919905983943,3.2637744651442007,4.39939602376673,2.9725011096413043,3.55555000706235,3.066796872187628,3.272468944376936,3.1712695639720994,3.119977664058322,2.7548672732300945,4.07973059113896,3.2705410485004722,3.4056529546068393,3.3639168298151967,3.6017234140580254,2.7888228254515726,3.7508299771668776,2.913431751067007,2.95646975834775,3.0809639061063243,3.7573111637532683,3.693348853140641,3.0658561964343836,3.8512506949704557,3.263657936384157,3.6593334105801945,3.4189776789425537,3.1232360496067924,2.4033956252346997,2.787673443508511,3.4128932992051726,3.5112009289791035,3.2435631018854307,3.992828059881578,3.4162200626459747,3.8551523302703896,3.109207822563576,3.010630852843846,3.329330115122342,2.860330190385658,2.9870212672660994,2.714042011511864,3.07951753363183,2.9784055304017594,3.9612281759784227,2.886981951370716,3.3801048363696236,2.6610093595855364,3.0565812119985205,2.8996478045365346,3.3006027248570704,2.776853304833234,3.19918885967717
0.9521021669568528,2.6431944065542723,2.9210234282861194,2.9276211921499757,2.950513913255211,2.708025587298307,2.527908579990263,2.9295919310102128,2.723903625569575,2.3694749668981627,3.072393319221971,3.135171430973491,3.0927587634573754,2.451136526462849,2.9701359734770345,3.091716271016681,2.7720569192136195,2.8752522575660433,3.0702939651755483,2.7045842976056744,3.2531076616784986,2.926292012603561,2.6331350310522605,2.873392632098093,2.6427833326092545,2.8018853247497497,2.885086559188204,3.0321642212868434,2.656823702529478,2.6766136699533667,2.967439752117399,2.961586024705462,2.8707000025571427,2.6789172790005673,2.76181150532573,3.1644633178014363,2.862118677616031,2.3724148353022323,3.004691110804115,2.5183856746672677,2.6566070255049623,2.8648996975364525,2.677529416124593,2.99183758809378,2.8611356571829,2.7237956074169163,3.014682564200072,2.9635444708800684,3.117571622299429,2.745093482456703,2.3835470961698806,2.588666006952536,2.442364074208763,3.2743284928742753,3.026108726006664,3.410609162022154,3.0216576502536174,3.115486627704767,2.4680464237773374,2.1216487500373526,2.4330884934065105,2.5529440918450743,2.443290773316578
1.6169926941413044,4.402712678002907,4.56070581082502,4.699571589248883,4.253052644429309,4.276559883322682,2.4458460026172713,3.95203366872297,4.3850834658913795,2.7023192402286793,4.313830485619705,4.57598359370364,2.8354203815515064,4.329464118512623,4.295907541792436,3.869926956956385,4.607087760839753,4.855425759303904,4.700532489421738,4.446657130434891,3.750244221540769,4.541225621706874,4.725052146656715,4.335699929378271,3.1637356735953235,3.9639379813760174,2.7747222960966322,4.139036396863871,4.151355174419748,3.9908016600073317,4.612749999031669,4.89422057198769,4.054524592504336,3.6861542320886374,4.662492846429257,4.400312376438349,4.834716979787046,4.266354240083282,4.294276221505531,3.9278460110340325,4.543895659508944,4.826379817423528,4.648213019364587,4.381210027401786,4.261883772198991,4.041046853166113,4.0080079057090945,4.052696580294899,4.75779561543825,3.7823571584293347,3.0013060850075326,3.3320275110229964,3.8031120778291445,3.8518283837830767,2.4885946420837555,4.457694722283545,4.484174423187384,3.1252745165501206,2.9152679004552486,3.9596958696961266,3.6741378864825007,3.8816384489949582,3.7529777720530455
1.4187580670540385,4.541051955681753,5.156356304858734,4.849439266628896,5.338225608790321,4.891693553365561,4.483173637687681,4.980760132877868,5.075050450708647,4.244285817345616,4.400918778554774,4.80533931982205,4.995344803029693,4.432637216560681,4.921204117597258,4.334226695220367,4.813527204050085,4.840385936475188,4.737361076670887,4.310998327833025,5.1309269051807656,4.7887229280988945,4.97064754043598,4.7756227183541675,4.458166273206211,4.133612863039322,4.422176433165873,4.321057729712131,4.349271415027124,4.384043818480781,5.226194230787399,5.294628065049596,4.405749530390798,4.893250721060624,4.829829646258474,5.059471874833058,5.037108040501917,4.528040756999083,3.9628749469464557,4.107259599814044,4.899048960751888,5.1103417178289705,4.804019650241825,5.322783648287444,4.786767449680443,5.0516973712915085,4.426648911917623,4.3621997682675,4.9380043481413285,4.112546866532531,3.867356762878567,3.7904427609535456,4.293505583730121,4.259125753560712,4.478247508121565,4.45005428973046,4.858487034143803,3.6749506538460475,3.890905387625498,4.200560279086101,4.421331051476521,4.0794403206080885,4.371421082362627
1.3221315444401802,3.985376286896714,4.4535352641789245,4.303701473640158,4.53945049548213,4.192166372721546,3.7446988053159265,4.314725197523911,4.306097624889221,3.565407617075486,4.099073734607183,4.364853343381661,4.307233026609598,3.8339846002199884,4.329011299408459,4.03659359051703,4.206146545782116,4.287502349391887,4.308950176281553,3.8939741674017716,4.526279449074842,4.257933748165245,4.236228226697518,4.2103033594712596,3.841382204787419,3.8047869353746555,3.9013952775189993,4.024016803141313,3.868926534651608,3.883634778870653,4.5161982692735,4.572704011056363,3.988854669522352,4.132302077516571,4.214635881897289,4.499891921979896,4.384965509032933,3.8439957784304193,3.832568829908534,3.658530611068368,4.194122876671557,4.424695290193764,4.161265072767334,4.560336859607087,4.204740085214585,4.265936069972379,4.061941647673453,4.007774770151707,4.442318990582182,3.7530485028262306,3.394433634431001,3.4734344706262954,3.7133634973830465,4.0782820053694175,3.97267958282077,4.291110548158562,4.334115366732998,3.635346306294728,3.4386373652508913,3.530030611640777,3.767075871507876,3.655712929159049,3.7513921101475454
1.5546266507262827,4.524927671355812,4.867341504785072,4.820466858609871,4.748610991959939,4.591957096378708,3.267604490809983,4.402816377589484,4.739665575460035,3.341613754324206,4.364530698206582,4.702052647770326,3.6835416763592317,4.4499223397292536,4.591205259015125,4.051343081850293,4.761385572855809,4.920719774567151,4.75783955314163,4.445983316136777,4.308327104244568,4.693386686174223,4.918938559664591,4.562298794555089,3.7014123009354525,4.051911926057772,3.4144561258361623,4.222467109522064,4.27984835591677,4.191105016882388,4.926405794840416,5.135811955816948,4.221870754058772,4.2203804175408,4.804747050009631,4.698860564060025,4.995044087763669,4.45941815116815,4.166913923887065,4.0455271512338,4.770139602536406,5.021553728755548,4.792718485408084,4.81918227280295,4.521493004269987,4.510845019639297,4.187202047250775,4.19243039250368,4.877438590994979,3.9329346050242338,3.3650679649628294,3.521187166528107,4.055396326303227,3.9888468684294005,3.2432403756252577,4.443952442790834,4.678248941885022,3.287016386155688,3.31234233910149,4.1459523821499324,4.030363923390532,4.000555142788027,4.0575828860346155
1.287410611862108,4.158388545688918,4.633502327606483,4.362814916885745,4.693525411018016,4.425281476342715,3.526289935612893,4.243705753187338,4.636792539652734,3.485936697634367,3.6697850199769793,4.123529539347549,3.7629264598074057,4.1647731497005624,4.268845123889127,3.4383722623603745,4.409688679603109,4.4445655191079165,4.1439610696976725,3.8937060730826305,4.090554874213605,4.248719537961528,4.711637885857401,4.205216426694161,3.657652154647442,3.4791085395387,3.311780184707723,3.5593059973693313,3.868541917252699,3.8353881562070526,4.687941495400082,4.85658808732126,3.7360129052867417,4.249760266098985,4.4524642203452185,4.301665277898004,4.647589626247737,4.29866103424684,3.267008493499767,3.6488781494753586,4.560529572631679,4.717310572082127,4.483437603796238,4.690470771337488,4.200767078861502,4.4974008443086015,3.635637145974289,3.622690859649744,4.332717180655668,3.438412163925771,3.192299133057918,3.074163565319369,3.8525580665851096,3.221354764665224,3.1688232566610948,3.5191676525856237,4.2303558707854245,2.499135267200897,3.1251285364136208,4.046712748617902,3.9461785479955913,3.579566463045203,3.914356362953578
1.2154140941509044,4.121256793776541,4.5706394304165805,4.230934839618654,4.595601368910674,4.410433707016869,3.166788355277643,3.9944446212508087,4.685553531466521,3.246575508527536,3.1967454348029203,3.7712342541322625,3.1437189596004798,4.247939734111653,4.037576661508319,2.836361499802293,4.383938439646795,4.388105125731842,3.8538626018111226,3.7429921487545657,3.561479400211872,4.066951505547419,4.878998814253548,4.023167285924254,3.339054902868191,3.089962996451067,2.689749549508298,3.0612535497657882,3.7098391040117966,3.6365031596142448,4.6162144587448966,4.86888322951471,3.387074802410876,4.138390658207019,4.452056655298256,3.963528287577454,4.657321426910546,4.466213391315158,2.7177637511460593,3.492337875579773,4.648312820156015,4.744843852626324,4.546054414815967,4.57834740327426,4.0174725910266185,4.467898474023555,3.1573689469546475,3.1790960022475705,4.073313086282842,3.054967711035688,2.8895948489192795,2.637554654930523,3.7925050076966738,2.433324930136151,2.380904498428524,2.794844037464952,3.974255953310972,1.5241662203945947,2.73772542745137,4.271809744949876,3.905825687900079,3.3748690514574116,3.8664621509714276
